date,nav,benchmark_nav
2023-06-06,21329.8602,14037.5331
2023-06-07,21849.1726,13988.9961
2023-06-08,21882.9580,14073.6082
2023-06-09,21822.4310,14098.8616
2023-06-12,22030.4929,14226.7626
2023-06-13,21945.8130,14320.5614
2023-06-14,21868.8752,14337.6140
2023-06-15,21961.6734,14515.3666
2023-06-16,21690.5134,14465.9248
2023-06-20,21666.9478,14390.8728
2023-06-21,21712.5748,14317.1365
2023-06-22,21539.1589,14368.8186
2023-06-23,21269.5610,14260.1897
2023-06-26,21327.0562,14201.9262
2023-06-27,21769.0125,14357.6256
2023-06-28,21979.9474,14364.8685
2023-06-29,22218.6767,14421.4856
2023-06-30,22379.8780,14591.6698
2023-07-03,22575.4010,14608.4582
2023-07-05,22241.0713,14586.7326
2023-07-06,22017.1842,14472.5083
2023-07-07,22266.8400,14435.9693
2023-07-10,22432.3880,14472.5083
2023-07-11,22610.7489,14564.6774
2023-07-12,22808.3661,14681.8627
2023-07-13,22934.8567,14798.3929
2023-07-14,22690.3185,14789.1749
2023-07-17,22914.4456,14840.5252
2023-07-18,23069.9473,14950.7984
2023-07-19,23027.0234,14984.0467
2023-07-20,23095.7660,14884.6358
2023-07-21,22905.9514,14884.6358
2023-07-24,23194.7051,14951.1271
2023-07-25,23011.1434,14991.9459
2023-07-26,23135.8926,14994.2506
2023-07-27,23209.3798,14894.8407
2023-07-28,23355.4531,15040.6659
2023-07-31,23587.6369,15069.3047
2023-08-01,23598.9380,15026.1822
2023-08-02,23203.2866,14817.1543
2023-08-03,22817.6528,14774.6923
2023-08-04,22958.0565,14707.8681
2023-08-07,23219.4173,14836.2454
2023-08-08,22975.7774,14771.7292
2023-08-09,22968.4057,14672.9766
2023-08-10,22876.1712,14678.2434
2023-08-11,22931.3727,14669.6838
2023-08-14,23000.9438,14750.6630
2023-08-15,22548.2731,14578.8345
2023-08-16,22422.4743,14471.8499
2023-08-17,22637.1101,14361.5778
2023-08-18,22672.0607,14368.4889
2023-08-21,22695.1492,14461.9757
2023-08-22,22632.2257,14422.8034
2023-08-23,22811.4729,14583.4399
2023-08-24,22599.9605,14381.3283
2023-08-25,22735.8671,14482.7133
2023-08-28,22855.6576,14574.5537
2023-08-29,23030.6795,14785.2227
2023-08-30,23093.2120,14846.1238
2023-08-31,23110.8413,14824.3972
